,From,To,Capacity,Length (ft),u_f (mph),k_j (veh/mi)
1171,479,428,4000,188944.0,75,480.0
1172,480,88,2000,123432.0,70,240.0
1173,480,164,2000,40772.30078125,70,240.0
1174,480,165,2000,192141.0,70,240.0
1175,481,89,2000,90081.8984375,70,240.0
1176,481,386,8000,64023.5,60,960.0
1177,482,89,2000,48822.69921875,75,240.0
1178,482,148,10000,93166.703125,75,1200.0
1179,483,90,2000,288.4089965820312,55,240.0
1180,483,111,4000,4591.91015625,55,480.0
1181,483,523,3000,33840.19921875,45,360.0
1182,484,91,2000,5458.31005859375,60,240.0
1183,484,376,2000,181697.0,70,240.0
1184,484,415,2000,27839.80078125,70,240.0
1185,485,92,2000,140034.0,75,240.0
1186,485,198,2000,20033.5,60,240.0
1187,485,516,4000,97002.6015625,30,480.0
1188,486,92,2000,150643.0,75,240.0
1189,486,191,2000,251.97900390625,75,240.0
1190,486,416,2000,71959.203125,75,240.0
1191,487,93,2000,103888.0,70,240.0
1192,487,324,2000,80818.296875,70,240.0
1193,487,452,4000,46691.0,50,480.0
1194,488,93,4000,112242.0,70,480.0
1195,488,330,4000,125619.0,75,480.0
1196,489,94,2000,2204.02001953125,75,240.0
1197,489,146,2000,154762.0,55,240.0
1198,489,215,4000,155164.0,75,480.0
1199,490,94,2000,82649.203125,75,240.0
1200,490,472,10000,64824.6015625,75,1200.0
1201,491,95,2000,8805.2802734375,75,240.0
1202,491,357,2000,107871.0,70,240.0
1203,491,390,2000,126930.0,75,240.0
1204,492,96,4000,38990.3984375,50,480.0
1205,492,252,4000,7134.490234375,55,480.0
1206,492,253,2000,9465.33984375,55,240.0
1207,493,96,4000,16537.30078125,65,480.0
1208,493,124,4000,3875.25,75,480.0
1209,493,385,4000,141574.0,75,480.0
1210,494,97,2000,9499.51953125,70,240.0
1211,494,351,2000,116849.0,70,240.0
1212,494,352,3000,71278.0,70,360.0
1213,495,97,3000,65929.796875,70,360.0
1214,495,343,2000,89825.6015625,30,240.0
1215,495,352,4000,25333.80078125,75,480.0
1216,496,98,2000,2836.530029296875,75,240.0
1217,496,146,2000,160079.0,70,240.0
1218,496,333,2000,12148.2001953125,65,240.0
1219,497,99,4000,10092.2001953125,55,480.0
1220,497,404,2000,145711.0,70,240.0
1221,497,499,4000,152567.0,55,480.0
1222,498,100,4000,325.6960144042969,55,480.0
1223,498,252,4000,72883.296875,70,480.0
1224,498,442,4000,25374.30078125,55,480.0
1225,499,100,2000,58938.3984375,60,240.0
1226,499,250,4000,102293.0,55,480.0
1227,499,497,4000,152567.0,55,480.0
1228,500,101,2000,4004.860107421875,75,240.0
1229,500,274,4000,52535.5,75,480.0
1230,500,335,4000,15196.5,75,480.0
1231,501,101,2000,49615.5,75,240.0
1232,501,490,10000,146255.0,75,1200.0
1233,502,102,2000,1920.2099609375,75,240.0
1234,502,165,2000,178451.0,75,240.0
1235,502,166,2000,124878.0,75,240.0
1236,503,102,2000,66323.203125,75,240.0
1237,503,263,4000,77906.6015625,65,480.0
1238,503,264,2000,202375.0,75,240.0
1239,504,103,2000,15761.5,75,240.0
1240,504,387,2000,260834.0,55,240.0
1241,504,461,2000,26852.900390625,75,240.0
1242,505,104,4000,926.5029907226562,65,480.0
1243,505,156,4000,116288.0,55,480.0
1244,505,312,4000,4720.0,55,480.0
1245,506,104,4000,4784.64990234375,65,480.0
1246,506,312,4000,497.7420043945312,65,480.0
1247,506,314,4000,11274.2998046875,75,480.0
1248,507,105,2000,95322.0,70,240.0
1249,507,318,2000,99764.6015625,70,240.0
1250,507,417,2000,115825.0,60,240.0
1251,508,105,4000,10428.0,70,480.0
1252,508,172,4000,8595.7998046875,65,480.0
1253,508,418,2000,115249.0,70,240.0
1254,509,106,4000,8086.31005859375,30,480.0
1255,509,160,2000,61872.5,55,240.0
1256,509,161,2000,59223.69921875,55,240.0
1257,510,107,4000,11028.400390625,55,480.0
1258,510,419,6000,164465.0,75,720.0
1259,510,533,10000,75043.3984375,65,1200.0
1260,511,107,2000,104979.0,55,240.0
1261,511,171,6000,47440.19921875,65,720.0
1262,511,532,8000,11908.2998046875,65,960.0
1263,512,108,4000,5311.35009765625,40,480.0
1264,512,202,4000,6567.4501953125,35,480.0
1265,512,337,4000,6883.64990234375,55,480.0
1266,513,108,2000,5002.4599609375,75,240.0
1267,513,199,4000,65127.8984375,75,480.0
1268,513,337,4000,11303.0,75,480.0
1269,514,109,2000,47302.3984375,75,240.0
1270,514,263,2000,244002.0,75,240.0
1271,514,478,2000,294866.0,65,240.0
1272,515,237,2000,12175.7998046875,55,240.0
1273,515,405,4000,74307.6015625,75,480.0
1274,515,433,4000,57923.69921875,75,480.0
1275,516,196,2000,177726.0,75,240.0
1276,516,440,4000,67125.6015625,75,480.0
1277,516,485,4000,97002.6015625,30,480.0
1278,517,190,2000,153.6269989013672,75,240.0
1279,517,193,2000,124082.0,75,240.0
1280,517,262,8000,39375.19921875,75,960.0
1281,518,403,4000,38776.1015625,70,480.0
1282,518,438,4000,129118.0,75,480.0
1283,518,481,8000,52768.3984375,70,960.0
1284,519,158,2000,10763.599609375,65,240.0
1285,519,284,2000,361.9070129394531,60,240.0
1286,519,285,2000,205714.0,70,240.0
1287,520,136,4000,482.8869934082031,60,480.0
1288,520,160,4000,101054.0,65,480.0
1289,520,161,12000,17653.0,70,1440.0
1290,521,143,4000,7055.39013671875,40,480.0
1291,521,144,6000,109195.0,65,720.0
1292,521,192,2000,12422.0,60,240.0
1293,521,520,12000,66683.5,70,1440.0
1294,522,258,4000,36589.3984375,60,480.0
1295,522,259,4000,829.3599853515625,45,480.0
1296,522,523,3000,41461.1015625,50,360.0
1297,522,524,2000,18532.900390625,55,240.0
1298,523,246,6000,481.4840087890625,45,720.0
1299,523,318,4000,122830.0,70,480.0
1300,523,483,3000,33840.19921875,45,360.0
1301,523,522,3000,41461.1015625,50,360.0
1302,524,111,4000,2542.1201171875,50,480.0
1303,524,254,4000,214.3679962158203,55,480.0
1304,524,522,2000,18532.900390625,55,240.0
1305,524,526,4000,49286.80078125,75,480.0
1306,525,152,3000,58866.69921875,70,360.0
1307,525,232,3000,312.2619934082031,70,360.0
1308,525,482,10000,33842.30078125,65,1200.0
1309,526,124,4000,94995.296875,75,480.0
1310,526,253,4000,64038.8984375,75,480.0
1311,526,443,4000,79328.0,75,480.0
1312,526,524,4000,49286.80078125,75,480.0
1313,527,332,10000,116810.0,75,1200.0
1314,527,362,3000,78946.296875,69,360.0
1315,527,407,4000,18826.80078125,60,480.0
1316,528,211,2000,3774.169921875,70,240.0
1317,528,274,8000,13850.0,75,960.0
1318,529,212,4000,10829.099609375,50,480.0
1319,529,335,2000,4974.419921875,50,240.0
1320,530,67,2000,145600.0,75,240.0
1321,530,309,2000,24579.80078125,55,240.0
1322,530,431,4000,3042.830078125,70,480.0
1323,530,432,2000,1106.359985351562,55,240.0
1324,531,162,2000,411.9200134277344,55,240.0
1325,531,163,2000,146927.0,55,240.0
1326,531,262,4000,55591.5,75,480.0
1327,532,170,8000,26940.0,65,960.0
1328,532,511,8000,11908.2998046875,65,960.0
1329,532,544,4000,65942.203125,75,480.0
1330,533,510,10000,75043.3984375,65,1200.0
1331,533,544,8000,8539.7001953125,65,1342.6
1332,533,545,10000,5130.4599609375,65,1200.0
1333,534,49,2000,16438.80078125,50,240.0
1334,534,544,8000,102691.0,65,10852.87
1335,535,329,10000,73760.0,65,1200.0
1336,535,546,10000,9413.830078125,65,1200.0
1337,536,345,10000,40126.69921875,65,1200.0
1338,536,346,14000,27594.599609375,65,1680.0
1339,537,292,12000,52212.3984375,65,1440.0
1340,537,353,12000,6024.830078125,65,1440.0
1341,538,345,4000,29861.69921875,60,480.0
1342,538,547,4000,1503.079956054688,60,480.0
1343,539,353,8000,70152.6015625,60,960.0
1344,539,422,8000,46899.80078125,60,960.0
1345,540,292,14000,58527.69921875,65,1680.0
1346,540,548,14000,4036.47998046875,65,1680.0
1347,541,346,14000,39520.6015625,65,1680.0
1348,541,548,14000,5996.27001953125,65,1680.0
1349,542,293,12000,17867.400390625,65,1440.0
1350,542,348,6000,4972.75,50,720.0
1351,543,347,12000,73526.6015625,65,1440.0
1352,543,348,6000,19112.0,45,720.0
1353,544,532,4000,65942.203125,75,480.0
1354,544,533,8000,8539.7001953125,65,1342.6
1355,544,534,8000,102691.0,65,10852.87
1356,544,545,4000,6622.06005859375,75,480.0
1357,545,355,12000,55977.8984375,75,1440.0
1358,545,533,10000,5130.4599609375,65,1200.0
1359,545,544,4000,6622.06005859375,75,480.0
1360,545,546,4000,127037.0,75,480.0
1361,546,176,10000,855.1179809570312,65,1200.0
1362,546,535,10000,9413.830078125,65,1200.0
1363,546,545,4000,127037.0,75,480.0
1364,547,380,4000,65762.5,60,480.0
1365,547,538,4000,1503.079956054688,60,480.0
1366,548,540,14000,4036.47998046875,65,1680.0
1367,548,541,14000,5996.27001953125,65,1680.0
